src_ip,dst_ip,protocol,src_port,dst_port,packet_count,flow_duration,timestamp,packet_length_mean,packet_length_std,packet_length_min,packet_length_max,payload_length_mean,payload_length_total,ttl_mean,tcp_flags_sum,tcp_window_size_mean,tcp_window_size_std
10.0.0.2,10.128.0.2,6,37498,80,12,0.06309294700622559,2018-08-02 11:31:06.455725,366.9166666666667,637.5088833803721,66,2051,299.5833333333333,3595,59.416666666666664,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37499,80,10,0.06265401840209961,2018-08-02 11:31:06.457129,425.1,1012.7276484820587,66,3459,357.5,3575,59.6,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37500,80,10,0.06399202346801758,2018-08-02 11:31:06.457170,424.2,1012.888621715142,66,3459,356.6,3566,60.0,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37501,80,12,0.06343889236450195,2018-08-02 11:31:06.458980,364.5,637.9341005673444,66,2051,297.1666666666667,3566,59.833333333333336,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37502,80,14,0.06335616111755371,2018-08-02 11:31:06.459035,325.2857142857143,493.21241853375756,66,1474,258.14285714285717,3614,59.285714285714285,230,4310.928571428572,9949.220877351478
10.0.0.2,10.128.0.2,6,37503,80,10,0.06528401374816895,2018-08-02 11:31:06.460063,422.6,1013.1924989852621,66,3459,355.0,3550,60.0,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37504,80,12,0.06594014167785645,2018-08-02 11:31:06.460264,365.25,637.7913876548246,66,2051,297.9166666666667,3575,59.833333333333336,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37505,80,10,0.06478095054626465,2018-08-02 11:31:06.461946,429.5,1012.0439960792219,66,3459,361.9,3619,59.6,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37506,80,12,0.06299209594726562,2018-08-02 11:31:07.120653,371.0833333333333,637.0119646094221,66,2051,303.75,3645,59.416666666666664,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37509,80,10,0.06430482864379883,2018-08-02 11:31:07.500204,425.1,1012.7276484820587,66,3459,357.5,3575,59.6,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37510,80,10,0.06478285789489746,2018-08-02 11:31:07.501835,431.5,1011.7900226825723,66,3459,363.9,3639,59.6,166,5933.4,11374.007044133567
10.0.0.2,10.128.0.2,6,37511,80,12,0.062007904052734375,2018-08-02 11:31:07.502012,366.9166666666667,637.5088833803721,66,2051,299.5833333333333,3595,59.833333333333336,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37512,80,12,0.06445693969726562,2018-08-02 11:31:07.502927,362.8333333333333,638.2858337418712,66,2051,295.5,3546,59.833333333333336,198,4984.416666666667,10597.619877896586
10.0.0.2,10.128.0.2,6,37513,80,12,0.06316804885864258,2018-08-02 11:31:07.503885,368.5,637.2848002790171,66,2051,301.1666666666667,3614,59.416666666666664,198,4984.416666666667,10597.619877896586
