src_ip,dst_ip,protocol,src_port,dst_port,packet_count,flow_duration,timestamp,packet_length_mean,packet_length_std,packet_length_min,packet_length_max,payload_length_mean,payload_length_total,ttl_mean,tcp_flags_sum,tcp_window_size_mean,tcp_window_size_std,prediction
192.168.88.61,192.168.88.1,17,949,53,24661,25197.673050165176,2015-10-20 15:10:34.524710,73.0,0.0,73,73,31.0,764491,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,11889,53,1,0.0,2015-10-20 15:10:42.722836,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.1,192.168.89.2,1,0,0,2735,25185.33430480957,2015-10-20 15:10:42.722953,97.48043875685558,1.631802703587024,97,118,0.0,0,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,2056,53,126,12908.433036088943,2015-10-20 15:10:48.650908,74.0,0.0,74,74,32.0,4032,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,49953,53,1,0.0,2015-10-20 15:10:52.720982,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,18065,53,1,0.0,2015-10-20 15:11:02.719123,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,45449,53,1,0.0,2015-10-20 15:11:12.717349,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,53425,53,1,0.0,2015-10-20 15:11:22.715357,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,1506,53,1,0.0,2015-10-20 15:11:32.713487,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,56568,53,1,0.0,2015-10-20 15:11:42.711641,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,58324,53,1,0.0,2015-10-20 15:11:52.709771,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,37775,53,1,0.0,2015-10-20 15:12:02.707875,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,10003,53,1,0.0,2015-10-20 15:12:12.706007,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,5065,53,1,0.0,2015-10-20 15:12:22.704175,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,61074,53,1,0.0,2015-10-20 15:12:32.702272,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,16125,53,1,0.0,2015-10-20 15:12:42.700373,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,46852,53,1,0.0,2015-10-20 15:12:52.698518,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,33639,53,1,0.0,2015-10-20 15:13:02.696644,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,33171,53,1,0.0,2015-10-20 15:13:12.694774,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,27588,53,1,0.0,2015-10-20 15:13:22.692880,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,34824,53,1,0.0,2015-10-20 15:13:32.691389,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,41653,53,1,0.0,2015-10-20 15:13:42.689172,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,46802,53,1,0.0,2015-10-20 15:13:52.687276,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,36927,53,1,0.0,2015-10-20 15:14:02.685799,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,36213,53,1,0.0,2015-10-20 15:14:12.683530,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,12562,53,1,0.0,2015-10-20 15:14:22.681632,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,52365,53,1,0.0,2015-10-20 15:14:32.679761,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,46392,53,1,0.0,2015-10-20 15:14:42.677909,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,10068,53,1,0.0,2015-10-20 15:14:52.676020,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,3661,53,1,0.0,2015-10-20 15:15:02.674152,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,60123,53,1,0.0,2015-10-20 15:15:12.672276,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,42400,53,1,0.0,2015-10-20 15:15:22.670390,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,4893,53,1,0.0,2015-10-20 15:15:32.668514,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,28807,53,1,0.0,2015-10-20 15:15:42.666642,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,37846,53,2,6759.017874002457,2015-10-20 15:15:52.664777,69.0,0.0,69,69,27.0,54,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,47706,53,1,0.0,2015-10-20 15:16:02.662895,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,52291,53,1,0.0,2015-10-20 15:16:12.661019,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,2722,53,1,0.0,2015-10-20 15:16:22.659130,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,64586,53,1,0.0,2015-10-20 15:16:32.657293,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,30371,53,1,0.0,2015-10-20 15:16:42.655358,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,22796,53,1,0.0,2015-10-20 15:16:52.653476,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,63284,53,1,0.0,2015-10-20 15:17:02.651607,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,33632,53,1,0.0,2015-10-20 15:17:12.649742,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,5072,53,1,0.0,2015-10-20 15:17:22.647860,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,19020,53,1,0.0,2015-10-20 15:17:32.646347,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,19330,53,1,0.0,2015-10-20 15:17:42.644132,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,59674,53,1,0.0,2015-10-20 15:17:52.642227,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,8802,53,1,0.0,2015-10-20 15:18:02.640334,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,1265,53,1,0.0,2015-10-20 15:22:02.595259,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,34756,53,2,14287.36387705803,2015-10-20 15:22:12.593771,69.0,0.0,69,69,27.0,54,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,47958,53,1,0.0,2015-10-20 15:22:22.591519,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21863,53,1,0.0,2015-10-20 15:22:32.589618,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,30834,53,1,0.0,2015-10-20 15:22:52.585877,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,63462,53,1,0.0,2015-10-20 15:23:02.584005,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,60273,53,1,0.0,2015-10-20 15:23:12.582122,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,14753,53,1,0.0,2015-10-20 15:23:22.580237,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,34335,53,1,0.0,2015-10-20 15:23:32.578363,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,62644,53,2,5809.196480035782,2015-10-20 15:23:42.576511,69.0,0.0,69,69,27.0,54,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,1780,53,1,0.0,2015-10-20 15:23:52.574587,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,30161,53,1,0.0,2015-10-20 15:24:02.573076,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,42420,53,1,0.0,2015-10-20 15:24:12.570839,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,51476,53,1,0.0,2015-10-20 15:24:22.568974,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,36196,53,1,0.0,2015-10-20 15:24:32.567472,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,6280,53,1,0.0,2015-10-20 15:24:42.565221,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,39717,53,1,0.0,2015-10-20 15:25:12.559574,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,45587,53,1,0.0,2015-10-20 15:25:22.557686,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.20,10.10.10.10,6,49156,102,146329,24299.76661992073,2015-10-20 15:25:31.629460,104.40025558843428,38.196422624011156,60,153,48.28980584846476,7066199,30.0,3100136.0,8191.735172112159,3.951396957515565,Benign
10.10.10.10,10.10.10.30,6,102,50560,2,0.0005960464477539062,2015-10-20 15:25:31.994154,60.0,0.0,60,60,0.5,1,79.0,32.0,36216.0,28024.0,Benign
10.10.10.30,10.10.10.10,6,50590,102,3,0.003840923309326172,2015-10-20 15:25:32.213576,62.0,2.8284271247461903,60,66,0.0,0,95.33333333333333,36.0,26874.666666666668,26421.28058129574,Benign
10.10.10.10,10.10.10.30,6,102,50531,2,0.0004899501800537109,2015-10-20 15:25:32.493109,60.0,0.0,60,60,0.5,1,79.0,32.0,36216.0,28024.0,Benign
10.10.10.10,10.10.10.30,6,102,50561,2,0.0004899501800537109,2015-10-20 15:25:32.493109,60.0,0.0,60,60,0.5,1,79.0,32.0,36216.0,28024.0,Benign
10.10.10.30,10.10.10.10,6,50591,102,3,0.004759073257446289,2015-10-20 15:25:33.102787,62.0,2.8284271247461903,60,66,0.0,0,95.33333333333333,36.0,26874.666666666668,26421.28058129574,Benign
10.10.10.10,10.10.10.30,6,102,50532,2,0.0005970001220703125,2015-10-20 15:25:33.492075,60.0,0.0,60,60,0.5,1,79.0,32.0,36216.0,28024.0,Benign
10.10.10.10,10.10.10.30,6,102,50562,2,0.0006008148193359375,2015-10-20 15:25:33.991306,60.0,0.0,60,60,0.5,1,79.0,32.0,36216.0,28024.0,Benign
10.10.10.30,10.10.10.10,6,50592,102,3,0.003042936325073242,2015-10-20 15:25:34.226030,62.0,2.8284271247461903,60,66,0.0,0,95.33333333333333,36.0,26874.666666666668,26421.28058129574,Benign
192.168.89.2,8.8.8.8,17,26473,53,1,0.0,2015-10-20 15:26:22.546388,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,38583,53,1,0.0,2015-10-20 15:26:32.544546,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,43707,53,1,0.0,2015-10-20 15:26:42.542648,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,9124,53,1,0.0,2015-10-20 15:26:52.540749,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,32681,53,1,0.0,2015-10-20 15:27:02.538898,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,43322,53,1,0.0,2015-10-20 15:27:12.537004,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,31110,53,1,0.0,2015-10-20 15:27:22.535135,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,40734,53,1,0.0,2015-10-20 15:27:32.533239,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,32626,53,1,0.0,2015-10-20 15:27:42.531335,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,28464,53,1,0.0,2015-10-20 15:27:52.529832,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,22971,53,1,0.0,2015-10-20 15:28:02.527594,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,48597,53,1,0.0,2015-10-20 15:28:12.525745,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,20906,53,1,0.0,2015-10-20 15:28:22.523836,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,19147,53,1,0.0,2015-10-20 15:28:32.521961,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21301,53,1,0.0,2015-10-20 15:28:42.520083,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,36801,53,1,0.0,2015-10-20 15:28:52.518207,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,36713,53,1,0.0,2015-10-20 15:29:02.516344,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,4127,53,1,0.0,2015-10-20 15:29:12.514427,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21891,53,1,0.0,2015-10-20 15:29:22.512552,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,28351,53,1,0.0,2015-10-20 15:29:32.510663,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,13872,53,1,0.0,2015-10-20 15:29:42.509203,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,33130,53,1,0.0,2015-10-20 15:29:52.506888,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,31645,53,1,0.0,2015-10-20 15:30:02.505045,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,41447,53,1,0.0,2015-10-20 15:30:12.503160,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,53989,53,1,0.0,2015-10-20 15:30:22.501269,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,47072,53,1,0.0,2015-10-20 15:30:32.499380,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,50087,53,1,0.0,2015-10-20 15:30:42.497495,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,38178,53,1,0.0,2015-10-20 15:30:52.495632,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,37726,53,1,0.0,2015-10-20 15:31:02.493780,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,28273,53,1,0.0,2015-10-20 15:31:12.491983,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,28341,53,1,0.0,2015-10-20 15:31:22.489968,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,31940,53,1,0.0,2015-10-20 15:31:32.488086,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,15587,53,1,0.0,2015-10-20 15:31:42.486238,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,22018,53,1,0.0,2015-10-20 15:31:52.484353,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,59771,53,1,0.0,2015-10-20 15:32:02.482451,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,43199,53,1,0.0,2015-10-20 15:32:12.480960,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21114,53,1,0.0,2015-10-20 15:32:22.478706,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,35729,53,1,0.0,2015-10-20 15:32:32.476835,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,44853,53,1,0.0,2015-10-20 15:32:42.474974,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,13513,53,1,0.0,2015-10-20 15:32:52.473032,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,64919,53,1,0.0,2015-10-20 15:33:02.471199,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21700,53,1,0.0,2015-10-20 15:33:12.469278,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,21351,53,1,0.0,2015-10-20 15:33:22.467393,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,20434,53,1,0.0,2015-10-20 15:33:32.465552,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,56591,53,1,0.0,2015-10-20 15:33:42.463650,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,51132,53,1,0.0,2015-10-20 15:33:52.461764,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.89.2,8.8.8.8,17,47559,53,1,0.0,2015-10-20 15:34:02.459910,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
192.168.88.52,192.168.88.1,17,60499,53,2,0.0007691383361816406,2015-10-20 15:34:03.640600,101.0,0.0,101,101,59.0,118,64.0,,,,Benign
192.168.89.2,17.253.34.253,17,123,123,4,10596.003663778305,2015-10-20 15:34:03.930879,90.0,0.0,90,90,48.0,192,64.0,,,,Benign
192.168.88.52,192.168.88.1,17,56178,53,2,0.0006649494171142578,2015-10-20 15:34:05.818113,70.0,0.0,70,70,28.0,56,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,51106,102,13,65.67016696929932,2015-10-20 15:34:11.421726,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
192.168.89.2,8.8.8.8,17,36028,53,1,0.0,2015-10-20 15:34:11.938744,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.10,10.10.10.30,6,102,51077,5,50.58333992958069,2015-10-20 15:34:12.073795,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51107,102,13,65.77916383743286,2015-10-20 15:34:12.311001,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51078,12,66.0183470249176,2015-10-20 15:34:13.072992,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51108,102,13,65.6572790145874,2015-10-20 15:34:13.434172,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51079,5,48.58247709274292,2015-10-20 15:34:14.074445,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51109,102,13,65.77183198928833,2015-10-20 15:34:14.323428,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51080,12,66.01560878753662,2015-10-20 15:34:15.073326,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51110,102,6,47.21144509315491,2015-10-20 15:34:15.446456,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51081,5,46.58244800567627,2015-10-20 15:34:16.074474,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51111,102,6,46.321102142333984,2015-10-20 15:34:16.335820,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51082,5,45.58456897735596,2015-10-20 15:34:17.073133,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51112,102,13,65.63213896751404,2015-10-20 15:34:17.459038,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51053,12,66.01541590690613,2015-10-20 15:34:17.569673,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51083,12,66.01567792892456,2015-10-20 15:34:18.074491,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51113,102,6,44.30938792228699,2015-10-20 15:34:18.348267,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51054,12,66.01484203338623,2015-10-20 15:34:19.073349,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51084,12,66.02015590667725,2015-10-20 15:34:19.073349,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51114,102,13,65.62231802940369,2015-10-20 15:34:19.471457,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51055,12,66.01882481575012,2015-10-20 15:34:19.570171,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51085,5,42.582823038101196,2015-10-20 15:34:20.074518,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51115,102,6,42.29619216918945,2015-10-20 15:34:20.360730,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51056,12,66.01563000679016,2015-10-20 15:34:21.072952,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51086,5,41.58526015281677,2015-10-20 15:34:21.073041,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
10.10.10.30,10.10.10.10,6,51116,102,6,41.173933029174805,2015-10-20 15:34:21.483904,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51057,12,66.0149941444397,2015-10-20 15:34:21.572763,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51087,12,66.01562094688416,2015-10-20 15:34:22.074634,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
192.168.89.2,8.8.8.8,17,12804,53,1,0.0,2015-10-20 15:34:22.086142,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,51117,102,6,40.2851881980896,2015-10-20 15:34:22.373113,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51058,12,66.01795506477356,2015-10-20 15:34:23.073701,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51088,12,66.01812720298767,2015-10-20 15:34:23.073701,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51118,102,6,39.1618812084198,2015-10-20 15:34:23.496420,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51059,12,66.01578998565674,2015-10-20 15:34:23.570438,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51089,12,66.01374983787537,2015-10-20 15:34:24.074629,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51119,102,6,38.27208709716797,2015-10-20 15:34:24.385568,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51060,12,66.01867890357971,2015-10-20 15:34:25.071018,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51090,12,66.01342797279358,2015-10-20 15:34:25.076386,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51120,102,6,37.147944927215576,2015-10-20 15:34:25.508778,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.10,10.10.10.30,6,102,51061,12,66.01871490478516,2015-10-20 15:34:25.570547,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.10,10.10.10.30,6,102,51091,12,66.015780210495,2015-10-20 15:34:26.072842,60.0,0.0,60,60,0.6666666666666666,8,54.5,200.0,16850.666666666668,21311.568397364743,Benign
10.10.10.30,10.10.10.10,6,51121,102,13,65.69609594345093,2015-10-20 15:34:26.397998,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.10,10.10.10.30,6,102,51062,5,35.586833000183105,2015-10-20 15:34:27.071468,60.0,0.0,60,60,0.4,2,88.8,84.0,28972.8,28950.49992245384,Benign
