src_ip,dst_ip,protocol,src_port,dst_port,packet_count,flow_duration,timestamp,packet_length_mean,packet_length_std,packet_length_min,packet_length_max,payload_length_mean,payload_length_total,ttl_mean,tcp_flags_sum,tcp_window_size_mean,tcp_window_size_std,prediction
10.10.10.30,10.10.10.10,6,55000,102,13,65.71486210823059,2015-10-20 16:39:37.700743,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55001,102,13,65.82674193382263,2015-10-20 16:39:38.589946,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55002,102,6,41.99891901016235,2015-10-20 16:39:39.713190,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55003,102,6,41.109949827194214,2015-10-20 16:39:40.602374,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55004,102,6,39.987740993499756,2015-10-20 16:39:41.725592,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
192.168.89.2,8.8.8.8,17,44863,53,1,0.0,2015-10-20 16:39:42.008302,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55005,102,6,39.09829902648926,2015-10-20 16:39:42.614866,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55006,102,13,65.677903175354,2015-10-20 16:39:43.738021,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55007,102,13,65.78795099258423,2015-10-20 16:39:44.627313,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55008,102,13,65.66497206687927,2015-10-20 16:39:45.751232,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55009,102,13,65.78054594993591,2015-10-20 16:39:46.639688,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55010,102,13,65.65367102622986,2015-10-20 16:39:47.762905,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55011,102,13,65.76284790039062,2015-10-20 16:39:48.652126,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55012,102,6,31.938277006149292,2015-10-20 16:39:49.775334,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55013,102,6,31.04854702949524,2015-10-20 16:39:50.664598,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55014,102,6,29.924760103225708,2015-10-20 16:39:51.787798,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
192.168.89.2,8.8.8.8,17,46631,53,1,0.0,2015-10-20 16:39:52.006408,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55015,102,4,29.035351991653442,2015-10-20 16:39:52.676757,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55016,102,11,35.61823797225952,2015-10-20 16:39:53.800209,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55017,102,4,27.022902965545654,2015-10-20 16:39:54.689421,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55018,102,4,25.90055012702942,2015-10-20 16:39:55.812665,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55019,102,4,25.009791135787964,2015-10-20 16:39:56.702632,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55020,102,11,35.59174990653992,2015-10-20 16:39:57.824906,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55021,102,11,35.70335292816162,2015-10-20 16:39:58.714297,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55022,102,11,35.579018115997314,2015-10-20 16:39:59.837523,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55023,102,4,20.985581874847412,2015-10-20 16:40:00.726742,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55024,102,11,35.57127404212952,2015-10-20 16:40:01.849961,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
192.168.89.2,8.8.8.8,17,21496,53,1,0.0,2015-10-20 16:40:02.004506,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55025,102,4,18.973984956741333,2015-10-20 16:40:02.739180,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55026,102,4,17.85030198097229,2015-10-20 16:40:03.862381,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55027,102,4,16.96072292327881,2015-10-20 16:40:04.751601,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55028,102,11,35.548239946365356,2015-10-20 16:40:05.874836,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55029,102,4,14.949275970458984,2015-10-20 16:40:06.764057,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55030,102,4,13.825309991836548,2015-10-20 16:40:07.887248,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55031,102,4,12.935623168945312,2015-10-20 16:40:08.776486,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55032,102,11,36.01754593849182,2015-10-20 16:40:09.899666,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55033,102,11,35.630871057510376,2015-10-20 16:40:10.788923,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55034,102,11,36.00627899169922,2015-10-20 16:40:11.911879,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
192.168.89.2,8.8.8.8,17,8098,53,1,0.0,2015-10-20 16:40:12.002634,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55035,102,4,8.910972833633423,2015-10-20 16:40:12.801351,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55036,102,4,7.788604021072388,2015-10-20 16:40:13.924561,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55037,102,11,35.60899496078491,2015-10-20 16:40:14.813654,60.54545454545455,1.7248787237282068,60,66,0.5454545454545454,6,56.72727272727273,172.0,12542.545454545454,16515.24767856351,Benign
10.10.10.30,10.10.10.10,6,55038,102,4,5.776139974594116,2015-10-20 16:40:15.937025,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55039,102,4,0.02009105682373047,2015-10-20 16:40:16.826228,61.5,2.598076211353316,60,66,0.0,0,79.0,56.0,22204.0,24269.49591565511,Benign
10.10.10.30,10.10.10.10,6,55040,102,4,0.02303314208984375,2015-10-20 16:40:17.949437,61.5,2.598076211353316,60,66,0.0,0,79.0,56.0,22204.0,24269.49591565511,Benign
10.10.10.30,10.10.10.10,6,55041,102,4,0.02162480354309082,2015-10-20 16:40:18.838648,61.5,2.598076211353316,60,66,0.0,0,79.0,56.0,22204.0,24269.49591565511,Benign
10.10.10.30,10.10.10.10,6,55042,102,4,0.020841121673583984,2015-10-20 16:40:19.961720,61.5,2.598076211353316,60,66,0.0,0,79.0,56.0,22204.0,24269.49591565511,Benign
10.10.10.30,10.10.10.10,6,55043,102,4,0.023669958114624023,2015-10-20 16:40:20.851094,61.5,2.598076211353316,60,66,0.0,0,79.0,56.0,22204.0,24269.49591565511,Benign
10.10.10.30,10.10.10.10,6,55044,102,10,104.79205107688904,2015-10-20 16:40:21.974330,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
192.168.89.2,8.8.8.8,17,60610,53,1,0.0,2015-10-20 16:40:22.000781,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55045,102,17,125.60000586509705,2015-10-20 16:40:22.862776,60.35294117647059,1.4117647058823528,60,66,0.5294117647058824,9,64.58823529411765,268.0,20897.882352941175,24117.544860615602,Benign
10.10.10.30,10.10.10.10,6,55046,102,10,102.78095388412476,2015-10-20 16:40:23.985994,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55047,102,10,101.89191508293152,2015-10-20 16:40:24.875213,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55048,102,10,100.76908206939697,2015-10-20 16:40:25.998432,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55049,102,10,99.87952184677124,2015-10-20 16:40:26.887669,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55050,102,10,98.75615787506104,2015-10-20 16:40:28.010852,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55051,102,17,125.56670308113098,2015-10-20 16:40:28.900090,60.35294117647059,1.4117647058823528,60,66,0.5294117647058824,9,64.58823529411765,268.0,20897.882352941175,24117.544860615602,Benign
10.10.10.30,10.10.10.10,6,55052,102,10,96.74308395385742,2015-10-20 16:40:30.023297,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55053,102,10,95.8528699874878,2015-10-20 16:40:30.913282,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
192.168.89.2,8.8.8.8,17,14002,53,1,0.0,2015-10-20 16:40:31.999289,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55054,102,10,94.72812795639038,2015-10-20 16:40:32.036500,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55055,102,10,93.83915591239929,2015-10-20 16:40:32.925693,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55056,102,10,92.7159378528595,2015-10-20 16:40:34.048911,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55057,102,10,91.83002090454102,2015-10-20 16:40:34.938141,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55058,102,10,90.70616507530212,2015-10-20 16:40:36.061349,60.6,1.8,60,66,0.3,3,88.8,152.0,29792.0,28225.913767316728,Benign
10.10.10.30,10.10.10.10,6,55059,102,8,89.81574487686157,2015-10-20 16:40:36.950407,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55060,102,8,88.69056797027588,2015-10-20 16:40:38.074544,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55061,102,8,87.80526399612427,2015-10-20 16:40:38.963043,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55062,102,15,95.86513805389404,2015-10-20 16:40:40.086226,60.4,1.4966629547095762,60,66,0.5333333333333333,8,62.666666666666664,236.0,18855.466666666667,22782.45078378434,Benign
10.10.10.30,10.10.10.10,6,55063,102,8,85.78994488716125,2015-10-20 16:40:40.975481,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
192.168.89.2,8.8.8.8,17,58042,53,1,0.0,2015-10-20 16:40:41.997001,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55064,102,8,84.66993188858032,2015-10-20 16:40:42.098375,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55065,102,8,83.7783899307251,2015-10-20 16:40:42.987874,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55066,102,8,82.65373992919922,2015-10-20 16:40:44.111109,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55067,102,8,81.76720190048218,2015-10-20 16:40:45.000312,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55068,102,8,80.64157390594482,2015-10-20 16:40:46.123538,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55069,102,8,79.75478005409241,2015-10-20 16:40:47.012758,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55070,102,8,78.62887191772461,2015-10-20 16:40:48.135977,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55071,102,15,95.9308021068573,2015-10-20 16:40:49.025934,60.4,1.4966629547095762,60,66,0.5333333333333333,8,62.666666666666664,236.0,18855.466666666667,22782.45078378434,Benign
10.10.10.30,10.10.10.10,6,55072,102,15,95.81260299682617,2015-10-20 16:40:50.148413,60.4,1.4966629547095762,60,66,0.5333333333333333,8,62.666666666666664,236.0,18855.466666666667,22782.45078378434,Benign
10.10.10.30,10.10.10.10,6,55073,102,8,75.72792887687683,2015-10-20 16:40:51.037625,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
192.168.89.2,8.8.8.8,17,62710,53,1,0.0,2015-10-20 16:40:51.995126,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55074,102,8,74.60626697540283,2015-10-20 16:40:52.160861,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55075,102,8,73.71837019920349,2015-10-20 16:40:53.050063,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55076,102,8,72.59190201759338,2015-10-20 16:40:54.173272,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55077,102,8,71.70332193374634,2015-10-20 16:40:55.062509,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55078,102,15,95.77894806861877,2015-10-20 16:40:56.185700,60.4,1.4966629547095762,60,66,0.5333333333333333,8,62.666666666666664,236.0,18855.466666666667,22782.45078378434,Benign
10.10.10.30,10.10.10.10,6,55079,102,8,69.69271302223206,2015-10-20 16:40:57.074938,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55080,102,8,68.5700249671936,2015-10-20 16:40:58.198137,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55081,102,8,67.68101191520691,2015-10-20 16:40:59.087150,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55082,102,8,66.55758690834045,2015-10-20 16:41:00.210575,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55083,102,8,65.66835808753967,2015-10-20 16:41:01.099804,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
192.168.89.2,8.8.8.8,17,48977,53,1,0.0,2015-10-20 16:41:01.993238,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55084,102,8,64.54462909698486,2015-10-20 16:41:02.223022,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55085,102,15,95.85728311538696,2015-10-20 16:41:03.112288,60.4,1.4966629547095762,60,66,0.5333333333333333,8,62.666666666666664,236.0,18855.466666666667,22782.45078378434,Benign
10.10.10.30,10.10.10.10,6,55086,102,8,62.530672788619995,2015-10-20 16:41:04.235479,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55087,102,8,61.6405827999115,2015-10-20 16:41:05.124663,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55088,102,8,60.52074193954468,2015-10-20 16:41:06.247890,60.75,1.984313483298443,60,66,0.25,2,91.25,120.0,28186.0,28047.200145469065,Benign
10.10.10.30,10.10.10.10,6,55089,102,6,59.62932586669922,2015-10-20 16:41:07.137118,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55090,102,6,58.504639863967896,2015-10-20 16:41:08.260328,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55091,102,6,57.61799597740173,2015-10-20 16:41:09.149538,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55092,102,6,56.4920608997345,2015-10-20 16:41:10.272766,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55093,102,6,55.60497188568115,2015-10-20 16:41:11.161976,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
192.168.89.2,8.8.8.8,17,19529,53,1,0.0,2015-10-20 16:41:11.991460,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55094,102,6,54.479629039764404,2015-10-20 16:41:12.285220,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55095,102,6,53.591012954711914,2015-10-20 16:41:13.174413,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55096,102,6,52.46855401992798,2015-10-20 16:41:14.297623,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55097,102,6,51.579349994659424,2015-10-20 16:41:15.187598,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55098,102,6,50.45742893218994,2015-10-20 16:41:16.310105,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55099,102,6,49.56824493408203,2015-10-20 16:41:17.199289,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55100,102,6,48.4438910484314,2015-10-20 16:41:18.322490,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55101,102,6,47.55393409729004,2015-10-20 16:41:19.211771,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55102,102,6,46.42993187904358,2015-10-20 16:41:20.334917,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55103,102,6,45.54399108886719,2015-10-20 16:41:21.223867,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
192.168.89.2,8.8.8.8,17,4152,53,1,0.0,2015-10-20 16:41:21.989861,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55104,102,6,44.41725492477417,2015-10-20 16:41:22.347373,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55105,102,6,43.53125500679016,2015-10-20 16:41:23.236603,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55106,102,6,42.40502905845642,2015-10-20 16:41:24.359820,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55107,102,6,41.5165319442749,2015-10-20 16:41:25.249022,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55108,102,6,40.39416193962097,2015-10-20 16:41:26.372015,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55109,102,6,39.504191160202026,2015-10-20 16:41:27.261577,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55110,102,6,38.379931926727295,2015-10-20 16:41:28.384696,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55111,102,6,37.490949869155884,2015-10-20 16:41:29.273899,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55112,102,13,65.57000088691711,2015-10-20 16:41:30.397871,60.46153846153846,1.5988161300635795,60,66,0.5384615384615384,7,60.15384615384615,204.0,16184.615384615385,20605.079215267673,Benign
10.10.10.30,10.10.10.10,6,55113,102,6,35.47852301597595,2015-10-20 16:41:31.286326,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
192.168.89.2,8.8.8.8,17,47066,53,1,0.0,2015-10-20 16:41:31.987608,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55114,102,6,34.35585403442383,2015-10-20 16:41:32.409572,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55115,102,6,33.46700406074524,2015-10-20 16:41:33.298764,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55116,102,6,32.34350609779358,2015-10-20 16:41:34.421983,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55117,102,6,31.453583002090454,2015-10-20 16:41:35.311266,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55118,102,6,30.332698106765747,2015-10-20 16:41:36.434430,61.0,2.23606797749979,60,66,0.16666666666666666,1,95.33333333333333,88.0,25509.333333333332,27539.442227870597,Benign
10.10.10.30,10.10.10.10,6,55119,102,4,29.44457507133484,2015-10-20 16:41:37.323794,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55120,102,4,28.31799006462097,2015-10-20 16:41:38.446859,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55121,102,4,27.432102918624878,2015-10-20 16:41:39.336059,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55122,102,4,26.305340051651,2015-10-20 16:41:40.459288,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55123,102,4,25.41845989227295,2015-10-20 16:41:41.349262,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
192.168.89.2,8.8.8.8,17,14667,53,1,0.0,2015-10-20 16:41:41.985704,69.0,0.0,69,69,27.0,27,64.0,,,,Benign
10.10.10.30,10.10.10.10,6,55124,102,4,24.295809030532837,2015-10-20 16:41:42.471725,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
10.10.10.30,10.10.10.10,6,55125,102,4,23.40467882156372,2015-10-20 16:41:43.360747,61.5,2.598076211353316,60,66,0.0,0,103.5,56.0,20156.0,25670.69332916429,Benign
